#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 06 03 48 270  0.0 99.0 99.00 99.00 99.00 999 1019.0   6.4 999.0 999.0 99.0 99.00
2017 01 06 04 48 269  0.0 99.0 99.00 99.00 99.00 999 1019.0   6.0 999.0 999.0 99.0 99.00
2017 01 06 05 49 266  1.0 99.0 99.00 99.00 99.00 999 1019.0   5.5 999.0 999.0 99.0 99.00
2017 01 06 06 48 216  1.0 99.0 99.00 99.00 99.00 999 1020.0   5.2 999.0 999.0 99.0 99.00
2017 01 06 07 48 255  0.0 99.0 99.00 99.00 99.00 999 1020.0   5.1 999.0 999.0 99.0 99.00
2017 01 06 08 49 297  1.1 99.0 99.00 99.00 99.00 999 1020.0   4.8 999.0 999.0 99.0 99.00
2017 01 06 09 48 245  0.0 99.0 99.00 99.00 99.00 999 1020.0   4.5 999.0 999.0 99.0 99.00
2017 01 06 10 48 246  1.4 99.0 99.00 99.00 99.00 999 1020.0   4.0 999.0 999.0 99.0 99.00
2017 01 06 11 48 278  1.6 99.0 99.00 99.00 99.00 999 1020.0   3.5 999.0 999.0 99.0 99.00
2017 01 06 12 49 298  1.9 99.0 99.00 99.00 99.00 999 1019.0   3.5 999.0 999.0 99.0 99.00
2017 01 06 13 48 253  1.3 99.0 99.00 99.00 99.00 999 1020.0   3.5 999.0 999.0 99.0 99.00
2017 01 06 14 48 283  1.9 99.0 99.00 99.00 99.00 999 1020.0   3.7 999.0 999.0 99.0 99.00
2017 01 06 15 48 224  1.0 99.0 99.00 99.00 99.00 999 1020.0   4.2 999.0 999.0 99.0 99.00
2017 01 06 16 53  78  4.6 99.0 99.00 99.00 99.00 999 1021.0   6.3 999.0 999.0 99.0 99.00
2017 01 06 17 48  92  2.2 99.0 99.00 99.00 99.00 999 1021.0   6.5 999.0 999.0 99.0 99.00
2017 01 06 18 53  62  3.4 99.0 99.00 99.00 99.00 999 1022.0   7.0 999.0 999.0 99.0 99.00
2017 01 06 19 48  44  3.4 99.0 99.00 99.00 99.00 999 1020.0   7.2 999.0 999.0 99.0 99.00
2017 01 06 20 48  34  3.2 99.0 99.00 99.00 99.00 999 1019.0   7.9 999.0 999.0 99.0 99.00
2017 01 06 21 48  31  2.9 99.0 99.00 99.00 99.00 999 1019.0   8.0 999.0 999.0 99.0 99.00
2017 01 06 22 48  21  4.1 99.0 99.00 99.00 99.00 999 1018.0   8.2 999.0 999.0 99.0 99.00
2017 01 06 23 49  13  3.5 99.0 99.00 99.00 99.00 999 1018.0   7.7 999.0 999.0 99.0 99.00
2017 01 07 00 48  42  4.0 99.0 99.00 99.00 99.00 999 1018.0   7.3 999.0 999.0 99.0 99.00
2017 01 07 01 48  21  4.7 99.0 99.00 99.00 99.00 999 1018.0   7.2 999.0 999.0 99.0 99.00
2017 01 07 02 48  24  3.5 99.0 99.00 99.00 99.00 999 1018.0   7.1 999.0 999.0 99.0 99.00
2017 01 07 03 48  56  3.7 99.0 99.00 99.00 99.00 999 1017.0   7.3 999.0 999.0 99.0 99.00
2017 01 07 04 48  38  2.3 99.0 99.00 99.00 99.00 999 1018.0   7.1 999.0 999.0 99.0 99.00
2017 01 07 05 49 316  0.0 99.0 99.00 99.00 99.00 999 1018.0   7.2 999.0 999.0 99.0 99.00
2017 01 07 06 49 201  1.4 99.0 99.00 99.00 99.00 999 1018.0   7.1 999.0 999.0 99.0 99.00
2017 01 07 07 48 332  1.0 99.0 99.00 99.00 99.00 999 1017.0   6.7 999.0 999.0 99.0 99.00
2017 01 07 08 53  47  3.4 99.0 99.00 99.00 99.00 999 1016.0   7.0 999.0 999.0 99.0 99.00
2017 01 07 09 55  38  4.7 99.0 99.00 99.00 99.00 999 1016.0   6.3 999.0 999.0 99.0 99.00
2017 01 07 10 55  44  4.3 99.0 99.00 99.00 99.00 999 1015.0   5.8 999.0 999.0 99.0 99.00
2017 01 07 12 55  18  2.5 99.0 99.00 99.00 99.00 999 1013.0   5.6 999.0 999.0 99.0 99.00
2017 01 07 13 55 350  2.6 99.0 99.00 99.00 99.00 999 1013.0   5.7 999.0 999.0 99.0 99.00
2017 01 07 14 53 320  3.1 99.0 99.00 99.00 99.00 999 1012.0   5.9 999.0 999.0 99.0 99.00
2017 01 07 15 48 166  4.9 99.0 99.00 99.00 99.00 999 1012.0   8.6 999.0 999.0 99.0 99.00
2017 01 07 16 48 132  3.8 99.0 99.00 99.00 99.00 999 1013.0   9.6 999.0 999.0 99.0 99.00
2017 01 07 17 48 143  1.9 99.0 99.00 99.00 99.00 999 1013.0  12.8 999.0 999.0 99.0 99.00
2017 01 07 18 49 144  4.4 99.0 99.00 99.00 99.00 999 1014.0  13.6 999.0 999.0 99.0 99.00
2017 01 07 19 48 171  0.5 99.0 99.00 99.00 99.00 999 1014.0  14.4 999.0 999.0 99.0 99.00
2017 01 07 20 48 148  4.4 99.0 99.00 99.00 99.00 999 1013.0  14.0 999.0 999.0 99.0 99.00
2017 01 07 21 48 113  5.8 99.0 99.00 99.00 99.00 999 1013.0  14.9 999.0 999.0 99.0 99.00
2017 01 07 22 49 294  1.4 99.0 99.00 99.00 99.00 999 1014.0  14.6 999.0 999.0 99.0 99.00
2017 01 07 23 49 157  3.8 99.0 99.00 99.00 99.00 999 1014.0  14.6 999.0 999.0 99.0 99.00
2017 01 08 00 48 109  4.1 99.0 99.00 99.00 99.00 999 1015.0  13.9 999.0 999.0 99.0 99.00
2017 01 08 01 48 138  5.8 99.0 99.00 99.00 99.00 999 1016.0  13.3 999.0 999.0 99.0 99.00
2017 01 08 02 48 151  2.6 99.0 99.00 99.00 99.00 999 1016.0  14.0 999.0 999.0 99.0 99.00
2017 01 08 03 49 150  4.1 99.0 99.00 99.00 99.00 999 1016.0  14.0 999.0 999.0 99.0 99.00
2017 01 08 04 48 134  4.3 99.0 99.00 99.00 99.00 999 1017.0  12.6 999.0 999.0 99.0 99.00
2017 01 08 05 48 145  8.3 99.0 99.00 99.00 99.00 999 1015.0  12.9 999.0 999.0 99.0 99.00
2017 01 08 06 53 143  7.1 99.0 99.00 99.00 99.00 999 1016.0  13.3 999.0 999.0 99.0 99.00
2017 01 08 07 48 147  5.5 99.0 99.00 99.00 99.00 999 1016.0  13.0 999.0 999.0 99.0 99.00
2017 01 08 08 48 136  9.1 99.0 99.00 99.00 99.00 999 1014.0  12.6 999.0 999.0 99.0 99.00
2017 01 08 09 48 153  9.4 99.0 99.00 99.00 99.00 999 1014.0  14.2 999.0 999.0 99.0 99.00
2017 01 08 10 49 137  7.9 99.0 99.00 99.00 99.00 999 1013.0  13.6 999.0 999.0 99.0 99.00
2017 01 08 11 48 159  8.6 99.0 99.00 99.00 99.00 999 1012.0  13.3 999.0 999.0 99.0 99.00
2017 01 08 12 49 132 10.9 99.0 99.00 99.00 99.00 999 1011.0  13.8 999.0 999.0 99.0 99.00
2017 01 08 13 49 153  7.4 99.0 99.00 99.00 99.00 999 1010.0  14.1 999.0 999.0 99.0 99.00
2017 01 08 14 48 142  6.4 99.0 99.00 99.00 99.00 999 1011.0  14.0 999.0 999.0 99.0 99.00
2017 01 08 15 48 139  9.8 99.0 99.00 99.00 99.00 999 1011.0  14.0 999.0 999.0 99.0 99.00
2017 01 08 16 49 107  7.0 99.0 99.00 99.00 99.00 999 1012.0  14.9 999.0 999.0 99.0 99.00
