"BIAS","RMSE","SDE","BIAS","RMSE","SDE","Components"
-0.747365797325946,6.81899188480179,6.77791226632361,-0.325825794327594,2.3922715550297,2.36997905998239,1
-0.0947686682105686,3.69873394946322,3.69751967248822,-0.336596802796903,1.21416226678362,1.16657301632947,2
-0.55366676133941,0.86842887076086,0.669045455076791,-0.540371962196424,0.725951243234395,0.484771441016848,3
-0.517801525001817,0.653400384191968,0.398514294308253,-0.514158872546119,0.649554050611236,0.396939691196998,4
-0.516358442280705,0.650465038054015,0.395573918270727,-0.508223920045091,0.651933935258602,0.408321323268536,5
-0.516518693358849,0.651393644890226,0.396890564279678,-0.491079239379761,0.650978193046662,0.427333345846649,6
-0.515867618769278,0.654628354095004,0.403012260223493,-0.482790232666379,0.652628835985178,0.439133224433442,7
-0.516435228949343,0.654307954088624,0.40176305589698,-0.482991713865012,0.66112295500846,0.451444975580475,8
-0.513087793479395,0.649849368666582,0.398804611481363,-0.453041682237129,0.629848718815519,0.437564444110011,9
-0.506480251757926,0.645116313096721,0.399565779318918,-0.428364056782148,0.6104053496384,0.434855062893739,10
-0.540098256737615,0.696967628954471,0.440519862071401,-0.405043141235667,0.587340245047222,0.425333536404166,11
-0.545328957513001,0.704416645752383,0.445891398112615,-0.282615760320095,0.474774361708813,0.381495775277664,12
-0.542246207672676,0.700875661962362,0.444067273952697,-0.237260374291705,0.432426876811096,0.361525266861887,13
-0.546476728458695,0.706639826343631,0.447998916771055,-0.225720715744984,0.421151198025794,0.355553779451342,14
-0.552443684129421,0.719720750376555,0.461306768201057,-0.224104772521829,0.419131524758222,0.354186795320057,15
-0.548561689466138,0.71523233288409,0.458952462519675,-0.21365911295405,0.411648609707942,0.351858439327764,16
-0.544219905317926,0.709980650566978,0.455957474810158,-0.210959600055147,0.409818117757982,0.351350162640161,17
-0.490987038897349,0.663258709884206,0.445919100142699,-0.21251596737204,0.411730123910842,0.352645230433595,18
-0.484394284479876,0.6588260729333,0.446557915101661,-0.212175609052202,0.411177580812022,0.352205215585678,19
-0.464937435120631,0.638267963921511,0.437286147953443,-0.214392643432539,0.412885826852155,0.352860454652254,20
-0.323487084518269,0.503009496282504,0.385194313951088,-0.220013349681464,0.417753853558081,0.35512308869541,21
-0.315047561712811,0.494319922480232,0.380916289517362,-0.220961346823194,0.41864802232174,0.355587190157329,22
-0.224556261158169,0.413567184564342,0.347292818415729,-0.220755473595897,0.418416118529191,0.355442075622013,23
-0.205089322734866,0.40579370716632,0.35015268451911,-0.220643583196737,0.418097630786132,0.355136647029113,24
-0.22082338097015,0.418283256353351,0.355243461533741,-0.220823380982143,0.418283256363036,0.355243461537691,25
