"BIAS","RMSE","SDE","BIAS","RMSE","SDE","Components"
0.136696605648337,1.3319139570895,1.32488068409727,0.104756439269983,1.22987233930481,1.22540281516674,1
0.121101505087891,1.32160038689806,1.31604027602294,0.00206827899861321,1.04458589848796,1.04458385089082,2
0.0621052405812907,1.18661340364271,1.1849870500545,0.00849794868174314,0.909944317596259,0.909904635659103,3
0.0530063370892765,1.17472220931518,1.17352571223928,-0.0805689022101253,0.688181541703587,0.683448963960135,4
0.0548740216807127,1.17500621520535,1.17372417863644,-0.141801318556993,0.555165557531839,0.536750577386868,5
0.0543351723053709,1.12891262950634,1.12760428081373,-0.186692675030145,0.526724391324327,0.492528607804736,6
0.0671672067024006,1.07040229715361,1.06829286438482,-0.194840170331317,0.519584546321731,0.481669397825544,7
0.0769695205803264,1.0254243295769,1.02253153916633,-0.190833270339331,0.517297243945408,0.480810879166758,8
-0.205721524129714,0.529838543725104,0.488269942681798,-0.169553183048514,0.501893073525278,0.472385833160529,9
-0.199764464609735,0.525610241844859,0.486168988121823,-0.160620545669244,0.498367574788771,0.471774607105719,10
-0.19685174866873,0.523211034927489,0.484767135969382,-0.137778798432568,0.484618958039155,0.464620853162483,11
-0.197136263605354,0.52125121525456,0.482535100252899,-0.120043970603602,0.47688385364763,0.461527523547118,12
-0.194179136453031,0.518797630254792,0.481087771746843,-0.114160069903847,0.474666415690031,0.460733854436127,13
-0.193130696619203,0.516717192363741,0.479267348050802,-0.110686309733187,0.473610750496962,0.460495042127431,14
-0.192736970834329,0.516939242761703,0.479665134005641,-0.10787594721903,0.47264863089546,0.460173345924066,15
-0.190113750478769,0.515177979739946,0.478816366353353,-0.103936881319943,0.470989356658818,0.459377947650267,16
-0.195169795911568,0.513918277899228,0.475416393409761,-0.0989221193088638,0.469055851665907,0.458506059167675,17
-0.136417709514774,0.485071390807007,0.465493783750317,-0.0967601698997825,0.468589358713707,0.458490410609304,18
-0.137574646342464,0.484802485391421,0.464872742291313,-0.0977247961683325,0.468826458144746,0.458528202044765,19
-0.141160568088373,0.485714648186537,0.464749839677152,-0.0991784253379748,0.469138036056608,0.458534771661355,20
-0.131560597061135,0.481957817078374,0.463654124044927,-0.100207145864333,0.469459003368458,0.458639601170058,21
-0.115790499118003,0.475578270041086,0.461267006460766,-0.0987695569961346,0.469115026088305,0.458599479189214,22
-0.113118973513774,0.474593540177249,0.460915530449088,-0.0986978612310739,0.469107524081738,0.458607240826516,23
-0.108316670325053,0.472631759804153,0.460052474512707,-0.0986803238292344,0.469101112759719,0.458604456674119,24
-0.0986551906118582,0.46909422798137,0.458602821721341,-0.0986551906121819,0.469094227981455,0.458602821721357,25
